Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	macrophageStep
ENSG00000149131	SERPING1	 C1-INH, C1IN, C1INH, C1NH, HAE1, HAE2,	"Serpin family G member 1"	"Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	710	SERPING1	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000149177	PTPRJ	 CD148, DEP1, HPTPeta,	"Protein tyrosine phosphatase receptor type J"	"CD markers, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	5795	PTPRJ	LiverMacrophage,KupfferCells
ENSG00000149269	PAK1	 ,	"P21 (RAC1) activated kinase 1"	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	5058	PAK1	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000149311	ATM	 ATA, ATC, ATD, ATDC, TEL1, TELO1,	"ATM serine/threonine kinase"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	472	ATM	LiverMacrophage,KupfferCells
ENSG00000149476	TKFC	 DAK, DKFZP586B1621, NET45,	"Triokinase and FMN cyclase"	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	26007	TKFC	FunctionGene
ENSG00000149485	FADS1	 D5D, FADS6, FADSD5, LLCDL1, TU12,	"Fatty acid desaturase 1"	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	3992	FADS1	KupfferCells
ENSG00000149577	SIDT2	 CGI-40,	"SID1 transmembrane family member 2"	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	51092	SIDT2	LiverMacrophage,KupfferCells
ENSG00000149761	NUDT22	 MGC13045,	"Nudix hydrolase 22"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84304	NUDT22	TopGeneInFirstStep,KupfferCells
ENSG00000149781	FERMT3	 KIND3, MGC10966, MIG-2, MIG2B, UNC112C, URP2,	"Fermitin family member 3"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	83706	FERMT3	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000149809	TM7SF2	 ANG1, DHCR14A, NET47,	"Transmembrane 7 superfamily member 2"	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	7108	TM7SF2	KupfferCells
ENSG00000149923	PPP4C	 PP4, PPX,	"Protein phosphatase 4 catalytic subunit"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5531	PPP4C	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000150093	ITGB1	 CD29, FNRB, GPIIA, MDF2, MSK12,	"Integrin subunit beta 1"	"Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	3688	ITGB1	LiverMacrophage,KupfferCells
ENSG00000150337	FCGR1A	 CD64, CD64A,	"Fc fragment of IgG receptor Ia"	"CD markers, FDA approved drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	2209	FCGR1A	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000150347	ARID5B	 FLJ21150, MRF2,	"AT-rich interaction domain 5B"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84159	ARID5B	TF,LiverMacrophage
ENSG00000150540	HNMT	 ,	"Histamine N-methyltransferase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3176	HNMT	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000150593	PDCD4	 H731,	"Programmed cell death 4"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	27250	PDCD4	LiverMacrophage,KupfferCells
ENSG00000150681	RGS18	 RGS13,	"Regulator of G protein signaling 18"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	64407	RGS18	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000150779	TIMM8B	 DDP2, FLJ21744, MGC102866, MGC117373, TIM8B,	"Translocase of inner mitochondrial membrane 8 homolog B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	26521	TIMM8B	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000150782	IL18	 IGIF, IL-18, IL-1g, IL1F4,	"Interleukin 18"	"Cancer-related genes, Candidate cardiovascular disease genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	3606	IL18	CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000150867	PIP4K2A	 PIP5K2A, PIP5KIIA, PIP5KIIalpha,	"Phosphatidylinositol-5-phosphate 4-kinase type 2 alpha"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5305	PIP4K2A	LiverMacrophage,KupfferCells
ENSG00000150961	SEC24D	 KIAA0755,	"SEC24 homolog D, COPII coat complex component"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9871	SEC24D	KupfferCells
ENSG00000150977	RILPL2	 FLJ30380, FLJ32372, MGC7036,	"Rab interacting lysosomal protein like 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	196383	RILPL2	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000151353	TMEM18	 DKFZp434C1714, lncND,	"Transmembrane protein 18"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	129787	TMEM18	KupfferCells
ENSG00000151491	EPS8	 ,	"Epidermal growth factor receptor pathway substrate 8"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	2059	EPS8	LiverMacrophage
ENSG00000151500	THYN1	 THY28,	"Thymocyte nuclear protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	29087	THYN1	TopGeneInFirstStep,TF
ENSG00000151650	VENTX	 HPX42B, VENTX2,	"VENT homeobox"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	27287	VENTX	TF
ENSG00000151657	KIN	 KIN17, Rts2,	"Kin17 DNA and RNA binding protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	22944	KIN	TF
ENSG00000151694	ADAM17	 CD156B, cSVP, TACE,	"ADAM metallopeptidase domain 17"	"CD markers, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6868	ADAM17	LiverMacrophage,KupfferCells
ENSG00000151702	FLI1	 EWSR2, SIC-1,	"Fli-1 proto-oncogene, ETS transcription factor"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2313	FLI1	TF,LiverMacrophage,KupfferCells
ENSG00000151726	ACSL1	 ACS1, FACL1, FACL2, LACS, LACS1, LACS2,	"Acyl-CoA synthetase long chain family member 1"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2180	ACSL1	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000152061	RABGAP1L	 FLJ38519, HHL, KIAA0471, TBC1D18,	"RAB GTPase activating protein 1 like"	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	9910	RABGAP1L	LiverMacrophage
ENSG00000152207	CYSLTR2	 CysLT(2), CYSLT2R,	"Cysteinyl leukotriene receptor 2"	"FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	57105	CYSLTR2	FunctionGene
ENSG00000152229	PSTPIP2	 ,	"Proline-serine-threonine phosphatase interacting protein 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9050	PSTPIP2	LiverMacrophage
ENSG00000152256	PDK1	 ,	"Pyruvate dehydrogenase kinase 1"	"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5163	PDK1	FunctionGene
ENSG00000152291	TGOLN2	 TGN38, TGN46, TGN48, TGN51, TTGN2,	"Trans-golgi network protein 2"	"Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10618	TGOLN2	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000152332	UHMK1	 KIS, Kist,	"U2AF homology motif kinase 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	127933	UHMK1	LiverMacrophage,KupfferCells
ENSG00000152443	ZNF776	 FLJ38288,	"Zinc finger protein 776"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	284309	ZNF776	TF
ENSG00000152558	TMEM123	 KCT3, PORIMIN,	"Transmembrane protein 123"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	114908	TMEM123	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000152700	SAR1B	 SARA2,	"Secretion associated Ras related GTPase 1B"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51128	SAR1B	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000152818	UTRN	 DMDL, DRP, DRP1,	Utrophin	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7402	UTRN	LiverMacrophage,KupfferCells
ENSG00000153006	SREK1IP1	 FLJ36754, P18SRP, SFRS12IP1,	"SREK1 interacting protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	285672	SREK1IP1	LiverMacrophage,KupfferCells
ENSG00000153029	MR1	 HLALS,	"Major histocompatibility complex, class I-related"	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3140	MR1	FunctionGene
ENSG00000153048	CARHSP1	 CRHSP-24, CSDC1,	"Calcium regulated heat stable protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23589	CARHSP1	LiverMacrophage,KupfferCells
ENSG00000153071	DAB2	 DOC-2,	"DAB adaptor protein 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1601	DAB2	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000153179	RASSF3	 ,	"Ras association domain family member 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	283349	RASSF3	LiverMacrophage,KupfferCells
ENSG00000153234	NR4A2	 HZF-3, NOT, NURR1, RNR1, TINUR,	"Nuclear receptor subfamily 4 group A member 2"	"Cancer-related genes, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4929	NR4A2	CancerDExpr,TF,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000153250	RBMS1	 C2orf12, DKFZp564H0764, HCC-4, MSSP-1, MSSP-2, MSSP-3, SCR2, YC1,	"RNA binding motif single stranded interacting protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5937	RBMS1	LiverMacrophage,KupfferCells
ENSG00000153310	CYRIB	 BM-009, CYRI, CYRI-B, FAM49B,	"CYFIP related Rac1 interactor B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51571	CYRIB	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000153317	ASAP1	 CENTB4, DDEF1, KIAA1249, PAP, ZG14P,	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	50807	ASAP1	LiverMacrophage,KupfferCells
ENSG00000153551	CMTM7	 CKLFSF7, FLJ30992,	"CKLF like MARVEL transmembrane domain containing 7"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	112616	CMTM7	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000153823	PID1	 FLJ20701, NYGGF4,	"Phosphotyrosine interaction domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	55022	PID1	TopGeneInFirstStep,LiverMacrophage
ENSG00000153914	SREK1	 DKFZp564B176, SFRS12, SRrp508, SRrp86,	"Splicing regulatory glutamic acid and lysine rich protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	140890	SREK1	LiverMacrophage,KupfferCells
ENSG00000153922	CHD1	 ,	"Chromodomain helicase DNA binding protein 1"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	1105	CHD1	LiverMacrophage,KupfferCells
ENSG00000153975	ZUP1	 C6orf113, dJ412I7.3, ZUFSP,	"Zinc finger containing ubiquitin peptidase 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	221302	ZUFSP	TF
ENSG00000154127	UBASH3B	 KIAA1959, STS-1, TULA-2, TULA2,	"Ubiquitin associated and SH3 domain containing B"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	84959	UBASH3B	LiverMacrophage
ENSG00000154144	TBRG1	 FLJ14621, NIAM, TB-5,	"Transforming growth factor beta regulator 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84897	TBRG1	KupfferCells
ENSG00000154146	NRGN	 RC3,	Neurogranin	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4900	NRGN	KupfferCells
ENSG00000154518	ATP5MC3	 ATP5G3,	"ATP synthase membrane subunit c locus 3"	"Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	518	ATP5MC3	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000154582	ELOC	 SIII, TCEB1,	"Elongin C"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	6921	ELOC	LiverMacrophage,KupfferCells
ENSG00000154589	LY96	 MD-2,	"Lymphocyte antigen 96"	"Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	23643	LY96	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000154655	L3MBTL4	 FLJ35936, HsT1031,	"L3MBTL histone methyl-lysine binding protein 4"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	91133	L3MBTL4	TF
ENSG00000154727	GABPA	 E4TF1-60, E4TF1A, NFT2, NRF2, NRF2A,	"GA binding protein transcription factor subunit alpha"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2551	GABPA	TF
ENSG00000154957	ZNF18	 HDSG1, KOX11, Zfp535, ZKSCAN6, ZNF535, ZSCAN38,	"Zinc finger protein 18"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7566	ZNF18	TF
ENSG00000154978	VOPP1	 DKFZp564K0822, ECop, FLJ20532, GASP, WBP1L2,	"VOPP1 WW domain binding protein"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	81552	VOPP1	LiverMacrophage
ENSG00000155307	SAMSN1	 HACS1, NASH1, SASH2, SH3D6B, SLy2,	"SAM domain, SH3 domain and nuclear localization signals 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	64092	SAMSN1	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000155329	ZCCHC10	 FLJ20094,	"Zinc finger CCHC-type containing 10"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	54819	ZCCHC10	LiverMacrophage,KupfferCells
ENSG00000155368	DBI	 ACBD1, ACBP,	"Diazepam binding inhibitor, acyl-CoA binding protein"	"Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	1622	DBI	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000155465	SLC7A7	 LPI, y+LAT-1,	"Solute carrier family 7 member 7"	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	9056	SLC7A7	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
