Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	CD8.T.cellStep	CD4.T.cellStep	macrophageStep
ENSG00000155329	ZCCHC10	 FLJ20094,	"Zinc finger CCHC-type containing 10"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	54819	ZCCHC10	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000155368	DBI	 ACBD1, ACBP,	"Diazepam binding inhibitor, acyl-CoA binding protein"	"Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	1622	DBI	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000155508	CNOT8	 CAF1, CALIF, hCAF1, POP2,	"CCR4-NOT transcription complex subunit 8"	"Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	9337	CNOT8	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000155660	PDIA4	 ERP70, ERP72,	"Protein disulfide isomerase family A member 4"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9601	PDIA4	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000155926	SLA	 hSLAP, SLA1, SLAP, SLAP-1,	"Src like adaptor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6503	SLA	TopGeneInFirstStep,CancerDExpr,TcellActVsNaive	TopGeneInFirstStep,TcellActVsNaive	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000156127	BATF	 B-ATF, BATF1, SFA-2,	"Basic leucine zipper ATF-like transcription factor"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10538	BATF	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF,TcellActVsNaive	TF
ENSG00000156136	DCK	 ,	"Deoxycytidine kinase"	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1633	DCK	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene,LiverMacrophage
ENSG00000156256	USP16	 Ubp-M,	"Ubiquitin specific peptidase 16"	"Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10600	USP16	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000156273	BACH1	 BACH-1, BTBD24,	"BTB domain and CNC homolog 1"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	571	BACH1	TF	TF	CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000156374	PCGF6	 MBLR, RNF134,	"Polycomb group ring finger 6"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	84108	PCGF6	TF	TF	TF
ENSG00000156515	HK1	 ,	"Hexokinase 1"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3098	HK1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000156587	UBE2L6	 UBCH8,	"Ubiquitin conjugating enzyme E2 L6"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9246	UBE2L6	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage
ENSG00000156853	ZNF689	 FLJ90415, TIPUH1,	"Zinc finger protein 689"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	115509	ZNF689	TF	TF	TF
ENSG00000156976	EIF4A2	 BM-010, DDX2B, EIF4A, EIF4F,	"Eukaryotic translation initiation factor 4A2"	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1974	EIF4A2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000157191	NECAP2	 FLJ10420,	"NECAP endocytosis associated 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	55707	NECAP2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000157514	TSC22D3	 DIP, DSIPI, GILZ, hDIP, TSC-22R,	"TSC22 domain family member 3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	1831	TSC22D3	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000157557	ETS2	 ,	"ETS proto-oncogene 2, transcription factor"	"Predicted intracellular proteins, RAS pathway related proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2114	ETS2	TF	TF	CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000157873	TNFRSF14	 ATAR, CD270, HVEA, HVEM, LIGHTR, TR2,	"TNF receptor superfamily member 14"	"Cancer-related genes, CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	8764	TNFRSF14	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000158050	DUSP2	 PAC-1,	"Dual specificity phosphatase 2"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1844	DUSP2	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	KupfferCells
ENSG00000158710	TAGLN2	 HA1756, KIAA0120,	"Transgelin 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	8407	TAGLN2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000158716	DUSP23	 DUSP25, FLJ20442,	"Dual specificity phosphatase 23"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54935	DUSP23	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000158869	FCER1G	 ,	"Fc fragment of IgE receptor Ig"	"FDA approved drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2207	FCER1G	TopGeneInFirstStep,FunctionGene	FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000158985	CDC42SE2	 FLJ21967, SPEC2,	"CDC42 small effector 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	56990	CDC42SE2	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000159110	IFNAR2	 IFNABR,	"Interferon alpha and beta receptor subunit 2"	"Cancer-related genes, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	3455	IFNAR2	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000159128	IFNGR2	 AF-1, IFNGT1,	"Interferon gamma receptor 2"	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	3460	IFNGR2	FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000159176	CSRP1	 CSRP, CYRP, D1S181E,	"Cysteine and glycine rich protein 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	1465	CSRP1	TopGeneInFirstStep,FunctionGene	FunctionGene	FunctionGene
ENSG00000159216	RUNX1	 AML1, AMLCR1, CBFA2, PEBP2A2,	"RUNX family transcription factor 1"	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	861	RUNX1	TF	TF	TF,LiverMacrophage,KupfferCells
ENSG00000159228	CBR1	 CBR, SDR21C1,	"Carbonyl reductase 1"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	873	CBR1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000159592	GPBP1L1	 SP192,	"GC-rich promoter binding protein 1 like 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	60313	GPBP1L1	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF,LiverMacrophage,KupfferCells
ENSG00000159882	ZNF230	 FDZF2,	"Zinc finger protein 230"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7773	ZNF230	TF	TF	TF
ENSG00000159884	CCDC107	 MGC31967,	"Coiled-coil domain containing 107"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	203260	CCDC107	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000160094	ZNF362	 FLJ25476, lin-29, RN,	"Zinc finger protein 362"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	149076	ZNF362	TF	TF	TF
ENSG00000160199	PKNOX1	 PREP1,	"PBX/knotted 1 homeobox 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5316	PKNOX1	TF	TF	TF
ENSG00000160213	CSTB	 CST6, EPM1, PME, STFB,	"Cystatin B"	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	1476	CSTB	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000160255	ITGB2	 CD18, LFA-1, MAC-1, MFI7,	"Integrin subunit beta 2"	"CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3689	ITGB2	TopGeneInFirstStep,CancerDExpr,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000160310	PRMT2	 HRMT1L1, MGC111373,	"Protein arginine methyltransferase 2"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3275	PRMT2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000160336	ZNF761	 FLJ16231, FLJ35333, KIAA2033,	"Zinc finger protein 761"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	388561	ZNF761	TF	TF	TF
ENSG00000160352	ZNF714	 ,	"Zinc finger protein 714"	"Predicted intracellular proteins"	"Evidence at transcript level"	"Evidence at transcript level"	148206	ZNF714	TF	TF	TF
ENSG00000160404	TOR2A	 FLJ14771, TORP1,	"Torsin family 2 member A"	"Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	27433	TOR2A	TopGeneInFirstStep,FunctionGene	FunctionGene	TopGeneInFirstStep,FunctionGene
ENSG00000160410	SHKBP1	 PP203, Sb1,	"SH3KBP1 binding protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	92799	SHKBP1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000160446	ZDHHC12	 FLJ14524, ZNF400,	"Zinc finger DHHC-type palmitoyltransferase 12"	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	84885	ZDHHC12	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage
ENSG00000160593	JAML	 AMICA, AMICA1, Gm638,	"Junction adhesion molecule like"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	120425	JAML	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000160691	SHC1	 p66, SHC, ShcA,	"SHC adaptor protein 1"	"Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	6464	SHC1	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene
ENSG00000160710	ADAR	 ADAR1, G1P1, IFI4,	"Adenosine deaminase RNA specific"	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	103	ADAR	FunctionGene	FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000160712	IL6R	 CD126,	"Interleukin 6 receptor"	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	3570	IL6R	FunctionGene	FunctionGene	FunctionGene
ENSG00000160888	IER2	 ETR101,	"Immediate early response 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9592	IER2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000160908	ZNF394	 FLJ12298, ZKSCAN14, ZSCAN46,	"Zinc finger protein 394"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84124	ZNF394	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000160961	ZNF333	 KIAA1806,	"Zinc finger protein 333"	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84449	ZNF333	TF	TF	TF
ENSG00000161277	THAP8	 FLJ32891,	"THAP domain containing 8"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	199745	THAP8	TF	TF	TF
ENSG00000161526	SAP30BP	 HCNGP, HTRG, HTRP,	"SAP30 binding protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	29115	SAP30BP	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000161551	ZNF577	 MGC4400,	"Zinc finger protein 577"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	84765	ZNF577	TF	TF	TF
ENSG00000161677	JOSD2	 SBBI54,	"Josephin domain containing 2"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	126119	JOSD2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000162032	SPSB3	 C16orf31, SSB-3,	"SplA/ryanodine receptor domain and SOCS box containing 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	90864	SPSB3	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000162086	ZNF75A	 FLJ31529,	"Zinc finger protein 75a"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7627	ZNF75A	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000162419	GMEB1	 P96PIF, PIF96,	"Glucocorticoid modulatory element binding protein 1"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10691	GMEB1	TF	TF	TF
ENSG00000162511	LAPTM5	 ,	"Lysosomal protein transmembrane 5"	"Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	7805	LAPTM5	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000162599	NFIA	 KIAA1439, NFI-L,	"Nuclear factor I A"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4774	NFIA	TF	TF	TF,LiverMacrophage,KupfferCells
ENSG00000162645	GBP2	 ,	"Guanylate binding protein 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2634	GBP2	TopGeneInFirstStep,FunctionGene,TcellActVsNaive	TopGeneInFirstStep,FunctionGene,TcellActVsNaive	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000162702	ZNF281	 ZBP-99,	"Zinc finger protein 281"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	23528	ZNF281	TF	TF	TF,LiverMacrophage,KupfferCells
ENSG00000162704	ARPC5	 ARC16, dJ127C7.3, p16-Arc,	"Actin related protein 2/3 complex subunit 5"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10092	ARPC5	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000162909	CAPN2	 CANPL2, CANPml, mCANP,	"Calpain 2"	"Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	824	CAPN2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000162976	SLC66A3	 C2orf22, MGC33602, PQLC3,	"Solute carrier family 66 member 3"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	130814	SLC66A3	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000163131	CTSS	 ,	"Cathepsin S"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1520	CTSS	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000163154	TNFAIP8L2	 FLJ23467,	"TNF alpha induced protein 8 like 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	79626	TNFAIP8L2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000163156	SCNM1	 MGC3180,	"Sodium channel modifier 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	79005	SCNM1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000163171	CDC42EP3	 BORG2, CEP3, UB1,	"CDC42 effector protein 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10602	CDC42EP3	TopGeneInFirstStep	TcellActVsNaive	TopGeneInFirstStep,KupfferCells
